time,pm10 (μg/m³),pm2_5 (μg/m³),carbon_monoxide (μg/m³),carbon_dioxide (ppm),nitrogen_dioxide (μg/m³),sulphur_dioxide (μg/m³),us_aqi (USAQI)
2024-01-21T02:00,65.0,44.6,1654.0,NaN,24.3,11.4,105
2024-01-21T03:00,79.6,54.9,1783.0,NaN,26.4,11.5,104
2024-01-21T04:00,40.7,26.5,1429.0,NaN,20.1,9.4,103
2024-01-21T05:00,41.4,27.0,834.0,NaN,9.5,6.3,102
2024-01-21T06:00,40.6,26.5,392.0,NaN,1.7,3.9,102
2024-01-21T07:00,40.3,26.3,279.0,NaN,0.0,3.2,102
2024-01-21T08:00,40.5,26.6,320.0,NaN,0.1,3.3,102
2024-01-21T09:00,42.1,27.8,383.0,NaN,1.6,3.6,103
2024-01-21T10:00,43.5,28.9,413.0,NaN,3.3,3.7,103
2024-01-21T11:00,44.0,29.4,465.0,NaN,6.0,3.9,104
2024-01-21T12:00,49.2,33.6,534.0,NaN,10.4,4.9,104
2024-01-21T13:00,59.3,40.7,790.0,NaN,17.2,7.3,105
2024-01-21T14:00,73.1,50.4,1144.0,NaN,26.4,10.7,105
2024-01-21T15:00,87.3,60.5,1414.0,NaN,32.9,13.3,106
2024-01-21T16:00,99.7,68.9,1528.0,NaN,34.2,14.6,108
2024-01-21T17:00,99.2,68.7,1559.0,NaN,32.6,15.2,110
2024-01-21T18:00,90.6,62.6,1541.0,NaN,30.1,15.4,112
2024-01-21T19:00,82.0,56.7,1466.0,NaN,26.6,15.2,113
2024-01-21T20:00,77.1,53.2,1342.0,NaN,22.1,14.5,114
2024-01-21T21:00,74.3,51.2,1230.0,NaN,18.3,14.0,114
2024-01-21T22:00,71.5,49.2,1152.0,NaN,16.0,13.9,116
2024-01-21T23:00,68.2,46.9,1085.0,NaN,14.6,14.0,117
2024-01-22T00:00,61.2,42.0,1147.0,NaN,15.4,13.7,118
2024-01-22T01:00,69.8,48.1,1091.0,NaN,14.9,12.9,119
2024-01-22T02:00,80.8,55.8,1007.0,NaN,14.1,11.8,121
2024-01-22T03:00,65.4,44.9,886.0,NaN,12.4,10.2,122
2024-01-22T04:00,36.7,24.7,694.0,NaN,9.0,7.8,121
2024-01-22T05:00,27.0,17.9,467.0,NaN,4.7,5.0,121
2024-01-22T06:00,23.7,15.6,303.0,NaN,1.6,2.9,120
2024-01-22T07:00,21.9,14.4,249.0,NaN,0.4,2.2,119
2024-01-22T08:00,21.2,14.0,258.0,NaN,0.5,2.2,117
2024-01-22T09:00,21.6,14.3,295.0,NaN,1.6,2.5,116
2024-01-22T10:00,23.0,15.3,340.0,NaN,3.9,2.8,115
2024-01-22T11:00,25.6,17.1,411.0,NaN,7.3,3.4,113
2024-01-22T12:00,36.0,24.7,528.0,NaN,11.7,4.2,112
2024-01-22T13:00,47.4,32.6,708.0,NaN,16.2,6.1,111
2024-01-22T14:00,59.1,40.9,962.0,NaN,22.5,8.8,110
2024-01-22T15:00,72.2,49.9,1190.0,NaN,27.4,11.2,109
2024-01-22T16:00,82.7,57.4,1375.0,NaN,30.1,13.1,108
2024-01-22T17:00,88.5,61.2,1534.0,NaN,31.4,14.6,107
2024-01-22T18:00,85.0,58.9,1615.0,NaN,31.1,15.3,106
2024-01-22T19:00,76.6,53.1,1581.0,NaN,28.4,14.7,106
2024-01-22T20:00,68.0,47.0,1470.0,NaN,24.0,13.2,105
2024-01-22T21:00,61.0,42.1,1340.0,NaN,20.0,11.9,105
2024-01-22T22:00,55.5,38.2,1168.0,NaN,16.4,11.0,104
2024-01-22T23:00,51.1,35.2,978.0,NaN,13.2,10.2,103
2024-01-23T00:00,48.9,33.6,1036.0,NaN,13.9,10.0,101
2024-01-23T01:00,55.5,38.2,1240.0,NaN,19.0,11.3,101
2024-01-23T02:00,68.2,46.9,1504.0,NaN,25.5,13.0,100
2024-01-23T03:00,80.1,55.3,1566.0,NaN,27.7,13.1,99
2024-01-23T04:00,34.1,22.0,1227.0,NaN,21.0,10.1,100
2024-01-23T05:00,27.8,17.4,687.0,NaN,9.9,5.6,99
2024-01-23T06:00,25.4,15.8,288.0,NaN,1.6,2.2,99
2024-01-23T07:00,25.3,15.7,181.0,NaN,0.0,1.3,99
2024-01-23T08:00,25.3,15.9,214.0,NaN,0.0,1.5,100
2024-01-23T09:00,25.1,15.9,274.0,NaN,1.4,2.0,100
2024-01-23T10:00,26.0,16.6,320.0,NaN,3.9,2.4,100
2024-01-23T11:00,28.7,18.6,392.0,NaN,7.6,3.0,100
2024-01-23T12:00,44.4,30.2,524.0,NaN,12.7,4.2,100
2024-01-23T13:00,56.3,38.3,681.0,NaN,16.7,6.0,101
2024-01-23T14:00,66.8,45.5,900.0,NaN,22.2,8.5,101
2024-01-23T15:00,75.4,51.5,1083.0,NaN,26.3,10.6,102
2024-01-23T16:00,83.8,57.0,1204.0,NaN,27.9,12.0,102
2024-01-23T17:00,91.3,62.4,1290.0,NaN,28.0,13.0,102
2024-01-23T18:00,86.6,59.3,1318.0,NaN,26.9,13.4,102
2024-01-23T19:00,77.1,52.7,1261.0,NaN,24.0,13.0,102
2024-01-23T20:00,68.7,46.9,1147.0,NaN,20.0,12.0,102
2024-01-23T21:00,61.5,41.9,1041.0,NaN,16.5,11.2,102
2024-01-23T22:00,56.1,38.0,953.0,NaN,14.1,10.7,102
2024-01-23T23:00,52.6,35.4,872.0,NaN,12.3,10.3,102
2024-01-24T00:00,48.8,32.9,902.0,NaN,11.8,8.9,102
2024-01-24T01:00,55.5,37.6,1022.0,NaN,15.4,10.1,102
2024-01-24T02:00,68.9,46.7,1174.0,NaN,20.2,11.5,102
2024-01-24T03:00,73.8,49.9,1196.0,NaN,21.6,11.7,102
2024-01-24T04:00,50.1,32.5,957.0,NaN,16.4,9.3,101
2024-01-24T05:00,42.0,27.0,588.0,NaN,8.0,5.5,102
2024-01-24T06:00,37.8,24.3,315.0,NaN,1.7,2.8,103
2024-01-24T07:00,35.0,22.5,237.0,NaN,0.0,2.0,104
2024-01-24T08:00,34.3,22.1,255.0,NaN,0.3,2.2,105
2024-01-24T09:00,34.9,22.6,299.0,NaN,1.5,2.7,106
2024-01-24T10:00,36.7,23.9,347.0,NaN,3.4,3.2,106
2024-01-24T11:00,39.6,26.0,420.0,NaN,6.2,3.9,107
2024-01-24T12:00,54.4,36.4,499.0,NaN,9.8,4.7,108
2024-01-24T13:00,62.6,42.4,606.0,NaN,12.5,6.1,108
2024-01-24T14:00,70.3,47.6,756.0,NaN,16.2,8.1,109
2024-01-24T15:00,77.1,52.2,888.0,NaN,19.1,9.8,109
2024-01-24T16:00,87.1,59.1,989.0,NaN,20.6,11.1,109
2024-01-24T17:00,91.5,62.4,1071.0,NaN,21.3,12.3,109
2024-01-24T18:00,87.5,59.6,1111.0,NaN,21.0,12.9,109
2024-01-24T19:00,79.6,54.2,1085.0,NaN,19.2,12.8,109
2024-01-24T20:00,72.6,49.5,1016.0,NaN,16.4,12.1,110
2024-01-24T21:00,65.9,44.8,952.0,NaN,14.1,11.6,110
2024-01-24T22:00,60.1,40.9,898.0,NaN,12.5,11.4,110
2024-01-24T23:00,55.4,37.6,848.0,NaN,11.4,11.3,110
2024-01-25T00:00,52.3,35.6,915.0,NaN,12.5,10.7,111
2024-01-25T01:00,60.5,41.1,1004.0,NaN,14.5,11.3,111
2024-01-25T02:00,74.5,51.0,1115.0,NaN,17.0,12.0,111
2024-01-25T03:00,72.9,49.5,1116.0,NaN,17.3,11.7,112
2024-01-25T04:00,43.7,28.9,895.0,NaN,13.0,9.2,112
2024-01-25T05:00,34.6,22.6,563.0,NaN,6.4,5.6,111
2024-01-25T06:00,31.2,20.3,321.0,NaN,1.5,3.0,111
2024-01-25T07:00,30.3,19.8,258.0,NaN,0.0,2.3,110
2024-01-25T08:00,30.7,20.2,285.0,NaN,0.3,2.5,110
2024-01-25T09:00,31.5,20.8,337.0,NaN,1.6,3.0,110
2024-01-25T10:00,33.2,21.9,390.0,NaN,3.9,3.4,110
2024-01-25T11:00,35.9,23.9,468.0,NaN,7.2,4.1,110
2024-01-25T12:00,39.2,26.8,564.0,NaN,11.3,4.6,109
2024-01-25T13:00,49.6,34.0,709.0,NaN,14.9,6.3,108
2024-01-25T14:00,59.4,40.9,914.0,NaN,19.9,8.6,108
2024-01-25T15:00,67.1,46.1,1094.0,NaN,23.7,10.6,107
2024-01-25T16:00,71.2,49.0,1229.0,NaN,25.5,12.0,106
2024-01-25T17:00,76.4,52.7,1341.0,NaN,26.1,13.1,105
2024-01-25T18:00,75.2,51.9,1408.0,NaN,25.8,13.3,104
2024-01-25T19:00,67.8,46.7,1415.0,NaN,24.1,12.0,103
2024-01-25T20:00,58.4,40.3,1378.0,NaN,21.3,9.9,103
2024-01-25T21:00,49.1,34.2,1322.0,NaN,18.9,8.1,102
2024-01-25T22:00,42.3,29.5,1217.0,NaN,16.7,7.0,100
2024-01-25T23:00,37.1,25.9,1093.0,NaN,14.8,6.1,99
2024-01-26T00:00,36.4,25.5,1086.0,NaN,14.8,5.8,98
2024-01-26T01:00,43.3,30.3,1173.0,NaN,17.0,6.9,97
2024-01-26T02:00,56.2,39.1,1279.0,NaN,19.7,8.3,97
2024-01-26T03:00,61.9,43.0,1268.0,NaN,19.9,8.8,95
2024-01-26T04:00,35.0,23.7,1020.0,NaN,14.9,7.5,95
2024-01-26T05:00,30.9,20.7,654.0,NaN,7.4,5.2,94
2024-01-26T06:00,29.7,19.9,386.0,NaN,1.8,3.5,94
2024-01-26T07:00,28.8,19.2,315.0,NaN,0.2,3.0,94
2024-01-26T08:00,29.5,19.7,343.0,NaN,0.6,3.1,94
2024-01-26T09:00,31.1,20.9,385.0,NaN,1.5,3.3,94
2024-01-26T10:00,33.4,22.6,405.0,NaN,2.2,3.5,94
2024-01-26T11:00,36.1,24.4,440.0,NaN,3.4,3.8,94
2024-01-26T12:00,41.0,28.1,579.0,NaN,9.1,4.8,94
2024-01-26T13:00,50.4,34.6,710.0,NaN,12.3,6.3,94
2024-01-26T14:00,57.6,39.6,891.0,NaN,16.8,8.5,94
2024-01-26T15:00,62.4,43.0,1037.0,NaN,19.9,10.2,94
2024-01-26T16:00,64.3,44.2,1114.0,NaN,20.6,11.2,94
2024-01-26T17:00,66.8,46.0,1155.0,NaN,20.0,11.9,94
2024-01-26T18:00,64.0,44.1,1176.0,NaN,19.0,11.9,93
2024-01-26T19:00,58.7,40.6,1180.0,NaN,17.6,11.1,92
2024-01-26T20:00,53.2,36.8,1164.0,NaN,15.8,9.7,92
2024-01-26T21:00,47.6,33.1,1135.0,NaN,14.2,8.4,91
2024-01-26T22:00,42.4,29.3,1086.0,NaN,12.9,7.4,91
2024-01-26T23:00,38.0,26.3,1024.0,NaN,11.8,6.6,91
2024-01-27T00:00,35.7,24.7,998.0,NaN,11.5,6.4,91
2024-01-27T01:00,41.9,29.0,989.0,NaN,12.6,7.4,91
2024-01-27T02:00,52.0,36.1,971.0,NaN,14.0,8.7,91
2024-01-27T03:00,49.9,34.6,914.0,NaN,13.8,9.3,91
2024-01-27T04:00,41.0,26.9,780.0,NaN,10.4,8.4,90
2024-01-27T05:00,44.8,28.4,608.0,NaN,5.4,6.7,90
2024-01-27T06:00,49.4,30.7,484.0,NaN,1.8,5.7,91
2024-01-27T07:00,53.2,32.7,447.0,NaN,0.8,5.8,92
2024-01-27T08:00,57.6,35.4,458.0,NaN,1.0,6.6,93
2024-01-27T09:00,63.1,38.9,482.0,NaN,1.7,7.7,95
2024-01-27T10:00,69.6,43.2,507.0,NaN,2.5,9.0,96
2024-01-27T11:00,77.1,48.2,546.0,NaN,3.6,10.7,98
2024-01-27T12:00,69.4,44.5,564.0,NaN,5.1,11.6,100
2024-01-27T13:00,77.3,50.3,651.0,NaN,7.5,13.2,102
2024-01-27T14:00,84.1,54.7,774.0,NaN,10.8,15.5,104
2024-01-27T15:00,90.1,58.6,889.0,NaN,13.6,17.4,105
2024-01-27T16:00,97.6,64.0,992.0,NaN,15.5,18.7,107
2024-01-27T17:00,102.9,68.0,1087.0,NaN,16.9,19.6,109
2024-01-27T18:00,100.4,66.6,1139.0,NaN,17.3,20.0,111
2024-01-27T19:00,95.9,63.6,1123.0,NaN,16.1,19.8,114
2024-01-27T20:00,92.0,60.8,1064.0,NaN,13.9,19.2,116
2024-01-27T21:00,88.0,58.0,1009.0,NaN,12.1,18.4,118
2024-01-27T22:00,82.9,55.1,971.0,NaN,11.1,17.6,121
2024-01-27T23:00,78.7,52.3,937.0,NaN,10.5,16.6,124
2024-01-28T00:00,71.7,48.1,1002.0,NaN,11.4,16.6,126
2024-01-28T01:00,77.3,52.0,1004.0,NaN,11.9,16.4,129
2024-01-28T02:00,85.0,57.7,1000.0,NaN,12.5,15.9,131
2024-01-28T03:00,84.5,55.5,940.0,NaN,11.9,14.5,133
2024-01-28T04:00,53.6,33.4,771.0,NaN,8.9,11.2,136
2024-01-28T05:00,41.2,25.2,546.0,NaN,4.7,6.9,136
2024-01-28T06:00,33.4,20.3,380.0,NaN,1.7,3.8,136
2024-01-28T07:00,29.3,17.8,320.0,NaN,0.5,2.8,135
2024-01-28T08:00,28.1,17.2,320.0,NaN,0.5,2.9,133
2024-01-28T09:00,29.4,18.1,349.0,NaN,1.6,3.4,131
2024-01-28T10:00,31.1,19.3,402.0,NaN,4.2,4.1,129
2024-01-28T11:00,34.3,21.5,486.0,NaN,8.0,5.2,127
2024-01-28T12:00,58.0,37.6,589.0,NaN,11.9,7.2,124
2024-01-28T13:00,70.8,46.6,715.0,NaN,14.9,8.9,123
2024-01-28T14:00,80.6,52.9,892.0,NaN,19.1,11.4,123
2024-01-28T15:00,88.0,58.1,1055.0,NaN,22.5,13.5,123
2024-01-28T16:00,94.5,62.9,1198.0,NaN,24.8,15.1,123
2024-01-28T17:00,99.7,66.8,1326.0,NaN,26.4,16.3,123
2024-01-28T18:00,96.2,64.7,1393.0,NaN,26.4,16.8,122
2024-01-28T19:00,84.8,57.0,1363.0,NaN,24.0,15.9,122
2024-01-28T20:00,74.7,50.2,1272.0,NaN,20.0,14.3,122
2024-01-28T21:00,67.1,44.8,1181.0,NaN,16.7,12.9,120
2024-01-28T22:00,61.5,41.0,1089.0,NaN,14.4,12.2,119
2024-01-28T23:00,57.9,38.4,997.0,NaN,12.7,11.9,118
2024-01-29T00:00,50.4,33.6,1012.0,NaN,13.1,11.1,116
2024-01-29T01:00,57.9,38.5,1174.0,NaN,17.0,11.8,115
2024-01-29T02:00,71.5,48.0,1382.0,NaN,22.1,12.7,113
2024-01-29T03:00,80.3,53.9,1424.0,NaN,23.6,12.4,112
2024-01-29T04:00,50.3,31.3,1135.0,NaN,17.9,9.9,112
2024-01-29T05:00,45.8,27.8,679.0,NaN,8.6,6.4,112
2024-01-29T06:00,43.1,26.0,345.0,NaN,1.7,3.8,112
2024-01-29T07:00,42.1,25.6,258.0,NaN,0.0,3.2,113
2024-01-29T08:00,41.8,25.7,292.0,NaN,0.1,3.6,114
2024-01-29T09:00,43.0,26.7,352.0,NaN,1.5,4.2,114
2024-01-29T10:00,45.2,28.3,403.0,NaN,3.6,4.7,115
2024-01-29T11:00,47.8,30.2,479.0,NaN,6.8,5.4,116
2024-01-29T12:00,63.8,41.7,616.0,NaN,10.9,6.3,117
2024-01-29T13:00,74.0,49.1,782.0,NaN,15.4,8.2,118
2024-01-29T14:00,85.9,57.4,1014.0,NaN,21.6,10.9,118
2024-01-29T15:00,94.8,62.9,1204.0,NaN,26.0,13.1,118
2024-01-29T16:00,102.0,67.5,1318.0,NaN,27.3,14.5,119
2024-01-29T17:00,109.4,72.9,1392.0,NaN,27.0,15.4,119
2024-01-29T18:00,108.0,72.2,1421.0,NaN,25.6,15.8,120
2024-01-29T19:00,100.1,67.1,1391.0,NaN,23.1,15.3,121
2024-01-29T20:00,91.0,60.8,1318.0,NaN,19.5,14.2,122
2024-01-29T21:00,83.4,55.8,1244.0,NaN,16.5,13.2,123
2024-01-29T22:00,78.0,52.0,1175.0,NaN,14.2,12.3,124
2024-01-29T23:00,74.0,49.4,1105.0,NaN,12.3,11.5,125
2024-01-30T00:00,97.1,64.3,1145.0,NaN,13.2,14.4,126
2024-01-30T01:00,101.0,67.3,1210.0,NaN,15.5,14.4,129
2024-01-30T02:00,107.1,71.7,1289.0,NaN,18.5,14.4,132
2024-01-30T03:00,99.2,65.9,1260.0,NaN,19.0,13.4,135
2024-01-30T04:00,60.8,38.4,1018.0,NaN,14.4,10.6,136
2024-01-30T05:00,46.8,29.3,670.0,NaN,7.3,6.9,137
2024-01-30T06:00,41.7,25.8,415.0,NaN,2.0,4.2,137
2024-01-30T07:00,40.5,24.6,344.0,NaN,0.4,3.5,137
2024-01-30T08:00,41.2,24.9,365.0,NaN,0.6,3.8,137
2024-01-30T09:00,42.7,25.9,409.0,NaN,1.6,4.3,137
2024-01-30T10:00,45.5,27.8,453.0,NaN,3.3,4.8,137
2024-01-30T11:00,49.0,30.3,518.0,NaN,5.9,5.6,137
2024-01-30T12:00,69.2,44.7,661.0,NaN,11.7,6.9,137
2024-01-30T13:00,78.9,51.9,815.0,NaN,15.5,8.7,137
2024-01-30T14:00,91.3,60.3,1032.0,NaN,20.7,11.3,137
2024-01-30T15:00,102.0,67.1,1218.0,NaN,24.7,13.4,138
2024-01-30T16:00,114.1,75.4,1354.0,NaN,26.7,14.8,138
2024-01-30T17:00,119.7,79.9,1459.0,NaN,27.5,15.9,139
2024-01-30T18:00,109.9,73.6,1503.0,NaN,26.9,16.2,140
2024-01-30T19:00,95.7,64.3,1451.0,NaN,24.1,15.4,140
2024-01-30T20:00,83.6,56.0,1336.0,NaN,19.8,14.0,140
2024-01-30T21:00,74.3,49.7,1229.0,NaN,16.2,12.8,139
2024-01-30T22:00,68.0,45.3,1143.0,NaN,13.9,12.3,138
2024-01-30T23:00,65.0,42.8,1064.0,NaN,12.3,12.1,138
2024-01-31T00:00,77.8,51.0,1049.0,NaN,12.1,13.9,137
2024-01-31T01:00,84.8,55.8,1165.0,NaN,15.1,14.2,136
2024-01-31T02:00,95.5,63.3,1312.0,NaN,18.9,14.6,134
2024-01-31T03:00,99.7,65.7,1333.0,NaN,19.9,14.1,134
2024-01-31T04:00,85.0,52.9,1102.0,NaN,15.2,11.9,134
2024-01-31T05:00,76.1,46.8,745.0,NaN,7.5,8.9,135
2024-01-31T06:00,68.7,42.5,485.0,NaN,1.9,6.6,137
2024-01-31T07:00,63.6,39.7,426.0,NaN,0.4,5.9,139
2024-01-31T08:00,64.7,40.7,464.0,NaN,0.9,5.9,140
2024-01-31T09:00,67.8,43.1,509.0,NaN,1.7,6.2,142
2024-01-31T10:00,70.5,45.1,522.0,NaN,2.2,6.4,144
2024-01-31T11:00,73.6,47.5,541.0,NaN,3.0,6.8,145
2024-01-31T12:00,86.8,57.0,623.0,NaN,5.9,7.3,147
2024-01-31T13:00,91.7,60.8,718.0,NaN,8.5,8.6,148
2024-01-31T14:00,96.6,64.3,854.0,NaN,12.2,10.3,149
2024-01-31T15:00,101.7,67.8,989.0,NaN,15.4,12.0,150
2024-01-31T16:00,107.6,71.7,1126.0,NaN,18.1,13.5,150
2024-01-31T17:00,117.8,78.9,1261.0,NaN,20.3,14.8,150
2024-01-31T18:00,120.6,81.0,1344.0,NaN,21.2,15.6,149
2024-01-31T19:00,113.9,76.6,1340.0,NaN,19.8,15.5,150
2024-01-31T20:00,105.0,70.3,1284.0,NaN,17.0,14.7,150
2024-01-31T21:00,96.6,64.7,1226.0,NaN,14.6,14.0,151
2024-01-31T22:00,89.4,59.6,1167.0,NaN,12.8,13.3,151
2024-01-31T23:00,83.6,55.5,1107.0,NaN,11.3,12.6,151
2024-02-01T00:00,75.9,50.6,1159.0,NaN,11.7,11.0,152
2024-02-01T01:00,85.0,56.7,1295.0,NaN,15.4,12.4,152
2024-02-01T02:00,99.2,66.1,1469.0,NaN,20.3,14.2,152
2024-02-01T03:00,112.0,75.0,1500.0,NaN,21.8,14.8,152
2024-02-01T04:00,102.7,65.7,1246.0,NaN,16.6,12.9,152
2024-02-01T05:00,97.6,62.4,850.0,NaN,8.2,9.7,152
2024-02-01T06:00,88.5,56.8,551.0,NaN,1.9,7.2,152
2024-02-01T07:00,79.9,51.2,453.0,NaN,0.1,6.4,153
2024-02-01T08:00,76.1,48.8,453.0,NaN,0.5,6.3,153
2024-02-01T09:00,82.2,52.3,487.0,NaN,2.1,6.4,153
2024-02-01T10:00,78.2,49.8,526.0,NaN,4.6,6.4,153
2024-02-01T11:00,76.4,48.9,600.0,NaN,8.3,6.5,153
2024-02-01T12:00,111.1,73.3,737.0,NaN,13.0,7.5,154
2024-02-01T13:00,113.4,75.9,985.0,NaN,19.9,9.7,154
2024-02-01T14:00,116.9,78.9,1326.0,NaN,29.2,12.7,154
2024-02-01T15:00,118.7,80.6,1586.0,NaN,35.6,15.0,155
2024-02-01T16:00,118.0,80.1,1697.0,NaN,36.5,16.1,155
2024-02-01T17:00,114.8,77.8,1725.0,NaN,34.4,16.5,155
2024-02-01T18:00,107.1,72.4,1694.0,NaN,31.2,16.4,155
2024-02-01T19:00,98.5,66.4,1585.0,NaN,26.7,15.7,155
2024-02-01T20:00,92.2,62.2,1416.0,NaN,21.1,14.4,155
2024-02-01T21:00,86.6,58.3,1264.0,NaN,16.5,13.2,154
2024-02-01T22:00,80.8,54.4,1140.0,NaN,13.4,12.2,154
2024-02-01T23:00,74.3,49.8,1032.0,NaN,11.3,11.3,154
2024-02-02T00:00,83.8,56.3,1149.0,NaN,13.0,12.9,154
2024-02-02T01:00,84.5,57.0,1179.0,NaN,14.2,12.1,154
2024-02-02T02:00,87.8,59.5,1208.0,NaN,15.6,10.8,154
2024-02-02T03:00,81.7,54.8,1149.0,NaN,15.3,9.2,154
2024-02-02T04:00,49.8,28.8,914.0,NaN,11.4,6.9,154
2024-02-02T05:00,43.7,24.6,591.0,NaN,5.6,4.3,153
2024-02-02T06:00,37.1,21.4,352.0,NaN,1.4,2.3,152
2024-02-02T07:00,32.4,18.9,278.0,NaN,0.1,1.6,151
2024-02-02T08:00,30.9,18.3,288.0,NaN,0.4,1.5,150
2024-02-02T09:00,30.2,18.2,312.0,NaN,1.2,1.7,149
2024-02-02T10:00,29.2,17.8,324.0,NaN,2.2,1.8,145
2024-02-02T11:00,28.9,17.9,350.0,NaN,3.8,2.1,142
2024-02-02T12:00,30.4,19.8,399.0,NaN,6.3,2.6,139
2024-02-02T13:00,34.8,23.4,481.0,NaN,8.4,3.7,133
2024-02-02T14:00,39.1,26.4,596.0,NaN,11.3,5.2,128
2024-02-02T15:00,42.3,28.5,702.0,NaN,13.8,6.6,122
2024-02-02T16:00,45.6,30.7,785.0,NaN,15.4,7.7,117
2024-02-02T17:00,48.8,33.1,859.0,NaN,16.6,8.6,112
2024-02-02T18:00,48.2,32.7,918.0,NaN,17.1,9.1,107
2024-02-02T19:00,45.3,30.6,962.0,NaN,16.8,8.9,103
2024-02-02T20:00,42.1,28.5,993.0,NaN,15.9,8.2,99
2024-02-02T21:00,38.1,25.8,1006.0,NaN,15.0,7.4,96
2024-02-02T22:00,32.5,22.5,983.0,NaN,14.0,6.5,93
2024-02-02T23:00,29.3,20.3,943.0,NaN,13.0,5.6,91
2024-02-03T00:00,29.7,20.6,1025.0,NaN,14.1,5.4,88
2024-02-03T01:00,35.6,24.6,1007.0,NaN,14.4,6.2,85
2024-02-03T02:00,42.3,28.6,975.0,NaN,14.7,7.3,82
2024-02-03T03:00,44.5,30.4,899.0,NaN,13.7,7.7,79
2024-02-03T04:00,26.7,17.6,736.0,NaN,10.2,6.8,77
2024-02-03T05:00,24.0,15.7,529.0,NaN,5.5,5.2,76
2024-02-03T06:00,24.9,16.4,382.0,NaN,2.0,4.1,75
2024-02-03T07:00,27.2,18.0,344.0,NaN,0.8,4.0,75
2024-02-03T08:00,30.0,20.1,366.0,NaN,0.8,4.4,75
2024-02-03T09:00,32.4,21.7,401.0,NaN,1.6,4.9,75
2024-02-03T10:00,34.9,23.5,429.0,NaN,3.1,5.2,76
2024-02-03T11:00,36.8,24.8,470.0,NaN,5.4,5.6,84
2024-02-03T12:00,52.0,35.5,537.0,NaN,7.9,6.4,86
2024-02-03T13:00,59.8,41.1,626.0,NaN,10.4,7.6,82
2024-02-03T14:00,66.1,45.4,753.0,NaN,13.8,9.4,79
2024-02-03T15:00,70.8,48.5,883.0,NaN,17.0,11.0,81
2024-02-03T16:00,75.0,51.6,1019.0,NaN,19.8,12.5,83
2024-02-03T17:00,77.8,53.7,1158.0,NaN,22.4,13.8,85
2024-02-03T18:00,74.0,51.0,1255.0,NaN,23.6,14.4,86
2024-02-03T19:00,67.3,46.2,1290.0,NaN,22.8,13.9,88
2024-02-03T20:00,61.0,41.9,1282.0,NaN,20.8,12.6,89
2024-02-03T21:00,55.5,38.3,1247.0,NaN,18.6,11.4,91
2024-02-03T22:00,51.1,35.2,1171.0,NaN,16.5,10.2,92
2024-02-03T23:00,48.9,33.6,1068.0,NaN,14.3,8.9,93
2024-02-04T00:00,55.5,39.0,876.0,NaN,11.1,10.1,94
2024-02-04T01:00,65.9,46.2,906.0,NaN,12.4,10.0,96
2024-02-04T02:00,78.5,54.9,941.0,NaN,14.0,9.9,98
2024-02-04T03:00,88.2,61.2,925.0,NaN,14.0,9.6,100
2024-02-04T04:00,82.7,56.5,808.0,NaN,10.9,8.9,103
2024-02-04T05:00,74.7,51.1,639.0,NaN,6.2,8.0,107
2024-02-04T06:00,68.9,47.1,512.0,NaN,2.7,7.3,111
2024-02-04T07:00,65.4,43.9,466.0,NaN,1.5,7.0,114
2024-02-04T08:00,67.3,44.5,461.0,NaN,1.6,6.9,117
2024-02-04T09:00,65.9,43.7,476.0,NaN,2.4,7.0,119
2024-02-04T10:00,65.2,43.3,495.0,NaN,3.9,7.1,122
2024-02-04T11:00,64.3,43.0,533.0,NaN,6.1,7.4,124
2024-02-04T12:00,82.0,56.1,672.0,NaN,11.4,8.2,125
2024-02-04T13:00,83.8,58.8,856.0,NaN,16.8,9.9,128
2024-02-04T14:00,86.8,61.2,1110.0,NaN,24.2,12.2,129
2024-02-04T15:00,92.0,64.5,1310.0,NaN,29.5,13.9,131
2024-02-04T16:00,95.9,67.5,1409.0,NaN,31.2,14.6,133
2024-02-04T17:00,96.9,68.0,1453.0,NaN,30.9,14.6,134
2024-02-04T18:00,94.1,66.1,1453.0,NaN,29.1,14.0,136
2024-02-04T19:00,89.6,62.9,1395.0,NaN,25.1,12.4,137
2024-02-04T20:00,82.4,57.9,1293.0,NaN,19.7,10.1,139
2024-02-04T21:00,76.4,53.6,1198.0,NaN,15.2,8.3,141
2024-02-04T22:00,71.5,50.1,1129.0,NaN,12.7,7.3,142
2024-02-04T23:00,65.4,45.6,1066.0,NaN,11.1,6.8,144
2024-02-05T00:00,60.1,41.6,1088.0,NaN,10.8,5.0,145
2024-02-05T01:00,61.9,42.8,1285.0,NaN,14.3,6.1,146
2024-02-05T02:00,68.9,47.7,1539.0,NaN,18.9,7.5,145
2024-02-05T03:00,71.0,48.9,1602.0,NaN,20.4,8.2,144
2024-02-05T04:00,51.2,31.8,1283.0,NaN,15.6,7.4,143
2024-02-05T05:00,51.5,30.9,773.0,NaN,7.6,5.9,141
2024-02-05T06:00,48.4,28.6,392.0,NaN,1.7,4.6,138
2024-02-05T07:00,45.9,27.1,284.0,NaN,0.1,3.8,137
2024-02-05T08:00,43.8,26.2,305.0,NaN,0.5,3.2,135
2024-02-05T09:00,42.8,26.1,341.0,NaN,1.5,2.9,133
2024-02-05T10:00,42.5,26.4,348.0,NaN,2.4,2.7,131
2024-02-05T11:00,43.2,27.2,371.0,NaN,3.8,2.7,129
2024-02-05T12:00,34.6,24.4,467.0,NaN,6.2,3.1,128
